% Input-file of vertices for mesh shown in Fig. 4 of the paper 
% "Remarks around 50 lines of Matlab: Short finite element 
% implementation" by J. Alberty, C. Carstensen and S. A. Funken.
%
% node-number  /  x-coordinate  / y-coordinate
% 
   1.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   2.0000000e+00	   1.0000000e+00	   0.0000000e+00	
   3.0000000e+00	   1.5900000e+00	   0.0000000e+00	
   4.0000000e+00	   2.0000000e+00	   1.0000000e+00	
   5.0000000e+00	   3.0000000e+00	   1.4100000e+00	
   6.0000000e+00	   3.0000000e+00	   2.0000000e+00	
   7.0000000e+00	   3.0000000e+00	   3.0000000e+00	
   8.0000000e+00	   2.0000000e+00	   3.0000000e+00	
   9.0000000e+00	   1.0000000e+00	   3.0000000e+00	
   1.0000000e+01	   0.0000000e+00	   3.0000000e+00	
   1.1000000e+01	   0.0000000e+00	   2.0000000e+00	
   1.2000000e+01	   0.0000000e+00	   1.0000000e+00	
   1.3000000e+01	   1.0000000e+00	   1.0000000e+00	
   1.4000000e+01	   1.0000000e+00	   2.0000000e+00	
   1.5000000e+01	   2.0000000e+00	   2.0000000e+00	
   1.6000000e+01	   1.2950000e+00	   0.0000000e+00	
   1.7000000e+01	   1.2950000e+00	   5.0000000e-01	
   1.8000000e+01	   1.0000000e+00	   5.0000000e-01	
   1.9000000e+01	   1.6937717e+00	   5.4200341e-01	
   2.0000000e+01	   1.5000000e+00	   1.0000000e+00	
   2.1000000e+01	   2.4579966e+00	   1.3062283e+00	
   2.2000000e+01	   2.5000000e+00	   1.7050000e+00	
   2.3000000e+01	   2.0000000e+00	   1.5000000e+00	
   2.4000000e+01	   3.0000000e+00	   1.7050000e+00	
   2.5000000e+01	   2.5000000e+00	   2.0000000e+00	
   2.6000000e+01	   5.0000000e-01	   0.0000000e+00	
   2.7000000e+01	   5.0000000e-01	   5.0000000e-01	
   2.8000000e+01	   0.0000000e+00	   5.0000000e-01	
   2.9000000e+01	   5.0000000e-01	   1.0000000e+00	
   3.0000000e+01	   5.0000000e-01	   1.5000000e+00	
   3.1000000e+01	   0.0000000e+00	   1.5000000e+00	
   3.2000000e+01	   1.0000000e+00	   1.5000000e+00	
   3.3000000e+01	   5.0000000e-01	   2.0000000e+00	
   3.4000000e+01	   1.5000000e+00	   1.5000000e+00	
   3.5000000e+01	   1.5000000e+00	   2.0000000e+00	
   3.6000000e+01	   5.0000000e-01	   2.5000000e+00	
   3.7000000e+01	   0.0000000e+00	   2.5000000e+00	
   3.8000000e+01	   1.0000000e+00	   2.5000000e+00	
   3.9000000e+01	   5.0000000e-01	   3.0000000e+00	
   4.0000000e+01	   1.5000000e+00	   2.5000000e+00	
   4.1000000e+01	   2.0000000e+00	   2.5000000e+00	
   4.2000000e+01	   1.5000000e+00	   3.0000000e+00	
   4.3000000e+01	   2.5000000e+00	   2.5000000e+00	
   4.4000000e+01	   3.0000000e+00	   2.5000000e+00	
   4.5000000e+01	   2.5000000e+00	   3.0000000e+00	
   4.6000000e+01	   1.2950000e+00	   2.5000000e-01	
   4.7000000e+01	   1.1475000e+00	   5.0000000e-01	
   4.8000000e+01	   1.1475000e+00	   2.5000000e-01	
   4.9000000e+01	   1.1475000e+00	   0.0000000e+00	
   5.0000000e+01	   1.0000000e+00	   2.5000000e-01	
