 0  0
 0  11
12 11
 0  22
12 20.25
24 22
 0  33
12 29.5
24 29.5
36 33
 0  44
12 38.75
24 37
36 38.75
48 44
12 48
24 44.5
36 44.5
48 48
24 52
36 50.25
48 52
36 56
48 56
48 60
