 1  3  2
 2  5  4
 5  2  3
 3  6  5
 4  8  7
 8  4  5
 5  9  8
 9  5  6
 6  10 9
 7  12 11
 12 7  8
 8  13 12
 13 8  9
 9  14 13
 14 9  10
 10 15 14
 16 11 12
 12 17 16
 17 12 13
 13 18 17
 18 13 14
 14 19 18
 19 14 15
 20 16 17
 17 21 20
 21 17 18
 18 22 21
 22 18 19
 23 20 21
 21 24 23
 24 21 22
 25 23 24
